STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,Labels,AGE
0,F,N,N,0.0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953.0,-7583.5,1,0.0,0.0,0.0,2,57.40547945
C,F,N,N,0.0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953.0,-7583.5,1,0.0,0.0,0.0,2,57.40547945
1,F,N,N,0.0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953.0,-7583.5,1,0.0,0.0,0.0,2,57.40547945
X,F,N,N,0.0,270000.0,Working,Higher education,Married,House / apartment,-12333.0,-860.0,1,0.0,0.0,0.0,0,33.7890411
C,F,N,N,0.0,270000.0,Working,Higher education,Married,House / apartment,-12333.0,-860.0,1,0.0,0.0,0.0,0,33.7890411
0,F,N,N,0.0,270000.0,Working,Higher education,Married,House / apartment,-12333.0,-860.0,1,0.0,0.0,0.0,0,33.7890411
1,F,N,N,0.0,270000.0,Working,Higher education,Married,House / apartment,-12333.0,-860.0,1,0.0,0.0,0.0,0,33.7890411
C,F,Y,N,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667.0,-798.0,1,0.0,0.0,10.0,0,40.18356164
0,F,Y,N,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667.0,-798.0,1,0.0,0.0,10.0,0,40.18356164
X,F,Y,N,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667.0,-798.0,1,0.0,0.0,10.0,0,40.18356164
C,M,Y,N,0.0,157500.0,Working,Incomplete higher,Married,With parents,-10611.0,-982.0,1,0.0,0.0,4.0,0,29.07123288
0,M,Y,N,0.0,157500.0,Working,Incomplete higher,Married,With parents,-10611.0,-982.0,1,0.0,0.0,4.0,0,29.07123288
X,M,Y,N,0.0,157500.0,Working,Incomplete higher,Married,With parents,-10611.0,-982.0,1,0.0,0.0,4.0,0,29.07123288
C,F,N,N,0.0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082.0,-5243.0,1,0.0,0.0,3.0,0,52.27945205
0,F,N,N,0.0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082.0,-5243.0,1,0.0,0.0,3.0,0,52.27945205
X,F,N,N,0.0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082.0,-5243.0,1,0.0,0.0,3.0,0,52.27945205
X,F,N,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201.0,-2139.0,1,0.0,0.0,8.0,0,38.90684932
C,F,N,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201.0,-2139.0,1,0.0,0.0,8.0,0,38.90684932
0,F,N,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201.0,-2139.0,1,0.0,0.0,8.0,0,38.90684932
C,M,Y,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957.0,-921.0,1,0.0,0.0,4.0,0,27.27945205
0,M,Y,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957.0,-921.0,1,0.0,0.0,4.0,0,27.27945205
0,F,N,N,0.0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970.0,-7583.5,1,0.0,0.0,1.0,0,43.75342466
X,F,N,N,0.0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970.0,-7583.5,1,0.0,0.0,1.0,0,43.75342466
C,F,N,N,0.0,202500.0,State servant,Higher education,Married,With parents,-14562.0,-1287.0,1,0.0,0.0,3.0,0,39.89589041
0,F,N,N,0.0,202500.0,State servant,Higher education,Married,With parents,-14562.0,-1287.0,1,0.0,0.0,3.0,0,39.89589041
1,F,N,N,0.0,202500.0,State servant,Higher education,Married,With parents,-14562.0,-1287.0,1,0.0,0.0,3.0,0,39.89589041
C,F,N,N,0.0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21091.0,3860.5,1,0.0,0.0,1.0,1,57.78356164
1,F,N,N,0.0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21091.0,3860.5,1,0.0,0.0,1.0,1,57.78356164
0,F,N,N,0.0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21091.0,3860.5,1,0.0,0.0,1.0,1,57.78356164
C,M,Y,N,0.0,337500.0,State servant,Higher education,Married,With parents,-10266.0,-1652.0,1,0.0,0.0,10.0,2,28.1260274
0,M,Y,N,0.0,337500.0,State servant,Higher education,Married,With parents,-10266.0,-1652.0,1,0.0,0.0,10.0,2,28.1260274
0,M,N,N,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781.0,-2443.0,1,0.0,0.0,8.0,0,40.49589041
X,M,N,N,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781.0,-2443.0,1,0.0,0.0,8.0,0,40.49589041
C,F,N,N,0.0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140.0,-4816.0,1,0.0,0.0,1.0,0,41.47945205
0,F,N,N,0.0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140.0,-4816.0,1,0.0,0.0,1.0,0,41.47945205
X,F,N,N,0.0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140.0,-4816.0,1,0.0,0.0,1.0,0,41.47945205
C,F,N,N,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21041.0,3860.5,1,0.0,0.0,1.0,1,57.64657534
0,F,N,N,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21041.0,3860.5,1,0.0,0.0,1.0,1,57.64657534
X,F,N,N,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21041.0,3860.5,1,0.0,0.0,1.0,1,57.64657534
1,F,N,N,0.0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099.0,-1866.0,1,0.0,0.0,8.0,0,44.10684932
0,F,N,N,0.0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099.0,-1866.0,1,0.0,0.0,8.0,0,44.10684932
X,F,N,N,0.0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099.0,-1866.0,1,0.0,0.0,8.0,0,44.10684932
C,F,N,N,0.0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099.0,-1866.0,1,0.0,0.0,8.0,0,44.10684932
C,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061.0,3860.5,1,0.0,0.0,1.0,1,60.44109589
0,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061.0,3860.5,1,0.0,0.0,1.0,1,60.44109589
X,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061.0,3860.5,1,0.0,0.0,1.0,1,60.44109589
X,F,Y,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140.0,3860.5,1,0.0,0.0,1.0,1,55.17808219
0,F,Y,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140.0,3860.5,1,0.0,0.0,1.0,1,55.17808219
C,F,Y,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140.0,3860.5,1,0.0,0.0,1.0,1,55.17808219
X,M,Y,N,0.0,267750.0,Working,Higher education,Married,House / apartment,-20991.0,-4727.0,1,0.0,0.0,8.0,0,57.50958904
0,M,Y,N,0.0,267750.0,Working,Higher education,Married,House / apartment,-20991.0,-4727.0,1,0.0,0.0,8.0,0,57.50958904
C,M,Y,N,0.0,267750.0,Working,Higher education,Married,House / apartment,-20991.0,-4727.0,1,0.0,0.0,8.0,0,57.50958904
0,F,N,N,0.0,139500.0,Working,Higher education,Separated,House / apartment,-16203.0,-7100.0,1,0.0,0.0,10.0,0,44.39178082
X,F,N,N,0.0,139500.0,Working,Higher education,Separated,House / apartment,-16203.0,-7100.0,1,0.0,0.0,10.0,0,44.39178082
0,M,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18674.0,-5304.0,1,0.0,0.0,16.0,0,51.16164384
X,M,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18674.0,-5304.0,1,0.0,0.0,16.0,0,51.16164384
1,M,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18674.0,-5304.0,1,0.0,0.0,16.0,0,51.16164384
C,M,Y,N,0.0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750.0,-2443.0,1,0.0,0.0,6.0,0,29.45205479
0,M,Y,N,0.0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750.0,-2443.0,1,0.0,0.0,6.0,0,29.45205479
X,M,Y,N,0.0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750.0,-2443.0,1,0.0,0.0,6.0,0,29.45205479
X,M,N,N,0.0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155.0,-130.0,1,0.0,0.0,4.0,0,57.95890411
0,M,N,N,0.0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155.0,-130.0,1,0.0,0.0,4.0,0,57.95890411
1,M,N,N,0.0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155.0,-130.0,1,0.0,0.0,4.0,0,57.95890411
0,F,N,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692.0,-5273.0,1,0.0,0.0,8.0,0,53.95068493
X,F,N,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692.0,-5273.0,1,0.0,0.0,8.0,0,53.95068493
C,F,Y,N,0.0,380250.0,Working,Higher education,Single / not married,House / apartment,-19063.0,-7404.0,1,0.0,0.0,10.0,2,52.22739726
1,F,Y,N,0.0,380250.0,Working,Higher education,Single / not married,House / apartment,-19063.0,-7404.0,1,0.0,0.0,10.0,2,52.22739726
0,F,Y,N,0.0,380250.0,Working,Higher education,Single / not married,House / apartment,-19063.0,-7404.0,1,0.0,0.0,10.0,2,52.22739726
X,F,Y,N,0.0,380250.0,Working,Higher education,Single / not married,House / apartment,-19063.0,-7404.0,1,0.0,0.0,10.0,2,52.22739726
C,M,Y,N,0.0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867.0,-586.0,1,0.0,0.0,4.0,0,40.73150685
0,M,Y,N,0.0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867.0,-586.0,1,0.0,0.0,4.0,0,40.73150685
X,M,Y,N,0.0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867.0,-586.0,1,0.0,0.0,4.0,0,40.73150685
1,M,Y,N,0.0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867.0,-586.0,1,0.0,0.0,4.0,0,40.73150685
C,M,Y,N,0.0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23187.0,3860.5,1,0.0,0.0,1.0,1,63.5260274
0,M,Y,N,0.0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23187.0,3860.5,1,0.0,0.0,1.0,1,63.5260274
X,M,Y,N,0.0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23187.0,3860.5,1,0.0,0.0,1.0,1,63.5260274
1,M,Y,N,0.0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23187.0,3860.5,1,0.0,0.0,1.0,1,63.5260274
C,F,N,N,2.0,225000.0,Working,Higher education,Married,House / apartment,-11281.0,-1744.0,1,0.0,0.0,3.0,0,30.90684932
0,F,N,N,2.0,225000.0,Working,Higher education,Married,House / apartment,-11281.0,-1744.0,1,0.0,0.0,3.0,0,30.90684932
X,M,Y,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9430.0,-1195.0,1,0.0,0.0,14.0,0,25.83561644
0,M,Y,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9430.0,-1195.0,1,0.0,0.0,14.0,0,25.83561644
C,M,Y,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9430.0,-1195.0,1,0.0,0.0,14.0,0,25.83561644
C,F,N,N,0.0,380250.0,State servant,Higher education,Married,House / apartment,-14718.0,-5578.0,1,0.0,0.0,10.0,2,40.32328767
0,F,N,N,0.0,380250.0,State servant,Higher education,Married,House / apartment,-14718.0,-5578.0,1,0.0,0.0,10.0,2,40.32328767
X,F,N,N,0.0,380250.0,State servant,Higher education,Married,House / apartment,-14718.0,-5578.0,1,0.0,0.0,10.0,2,40.32328767
C,M,N,N,0.0,279000.0,State servant,Higher education,Single / not married,House / apartment,-11042.0,-3174.0,1,0.0,0.0,3.0,2,30.25205479
0,M,N,N,0.0,279000.0,State servant,Higher education,Single / not married,House / apartment,-11042.0,-3174.0,1,0.0,0.0,3.0,2,30.25205479
1,M,N,N,0.0,279000.0,State servant,Higher education,Single / not married,House / apartment,-11042.0,-3174.0,1,0.0,0.0,3.0,2,30.25205479
X,M,N,N,0.0,279000.0,State servant,Higher education,Single / not married,House / apartment,-11042.0,-3174.0,1,0.0,0.0,3.0,2,30.25205479
C,F,N,N,1.0,76500.0,Working,Higher education,Civil marriage,House / apartment,-12506.0,-495.0,1,0.0,0.0,0.0,0,34.2630137
0,F,N,N,1.0,76500.0,Working,Higher education,Civil marriage,House / apartment,-12506.0,-495.0,1,0.0,0.0,0.0,0,34.2630137
X,M,N,N,0.0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604.0,-252.0,1,0.0,0.0,16.0,0,56.44931507
0,M,N,N,0.0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604.0,-252.0,1,0.0,0.0,16.0,0,56.44931507
C,M,N,N,0.0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604.0,-252.0,1,0.0,0.0,16.0,0,56.44931507
0,F,N,N,2.0,67500.0,Commercial associate,Higher education,Married,House / apartment,-10331.0,-433.0,1,0.0,0.0,3.0,0,28.30410959
X,M,N,N,0.0,234000.0,Working,Incomplete higher,Married,House / apartment,-13923.0,-2290.0,1,0.0,0.0,4.0,0,38.14520548
0,M,N,N,0.0,234000.0,Working,Incomplete higher,Married,House / apartment,-13923.0,-2290.0,1,0.0,0.0,4.0,0,38.14520548
1,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19304.0,-464.0,1,0.0,0.0,3.0,0,52.88767123
0,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19304.0,-464.0,1,0.0,0.0,3.0,0,52.88767123
X,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19304.0,-464.0,1,0.0,0.0,3.0,0,52.88767123
C,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19304.0,-464.0,1,0.0,0.0,3.0,0,52.88767123
X,F,N,N,0.0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19569.0,-1013.0,1,0.0,0.0,16.0,0,53.61369863
0,F,N,N,0.0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19569.0,-1013.0,1,0.0,0.0,16.0,0,53.61369863
C,M,N,N,0.0,108000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182.0,-1317.0,1,0.0,0.0,2.0,0,22.41643836
1,M,N,N,0.0,108000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182.0,-1317.0,1,0.0,0.0,2.0,0,22.41643836
0,M,N,N,0.0,108000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182.0,-1317.0,1,0.0,0.0,2.0,0,22.41643836
0,M,N,N,0.0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19944.0,3860.5,1,0.0,0.0,1.0,1,54.64109589
0,M,N,N,0.0,198000.0,Working,Secondary / secondary special,Single / not married,With parents,-8657.0,-1164.0,1,0.0,0.0,8.0,0,23.71780822
C,M,Y,N,0.0,360000.0,State servant,Higher education,Married,Municipal apartment,-14835.0,-1195.0,1,0.0,0.0,4.0,2,40.64383562
0,M,Y,N,0.0,360000.0,State servant,Higher education,Married,Municipal apartment,-14835.0,-1195.0,1,0.0,0.0,4.0,2,40.64383562
C,F,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19940.0,3860.5,1,0.0,0.0,1.0,1,54.63013699
0,F,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19940.0,3860.5,1,0.0,0.0,1.0,1,54.63013699
C,F,N,N,0.0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23480.0,3860.5,1,0.0,0.0,1.0,1,64.32876712
0,F,N,N,0.0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23480.0,3860.5,1,0.0,0.0,1.0,1,64.32876712
C,F,N,N,0.0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-9489.0,-1682.0,1,0.0,0.0,4.666666667,0,25.99726027
0,F,N,N,0.0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-9489.0,-1682.0,1,0.0,0.0,4.666666667,0,25.99726027
X,F,N,N,0.0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-9489.0,-1682.0,1,0.0,0.0,4.666666667,0,25.99726027
C,F,Y,N,0.0,270000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855.0,-739.0,1,0.0,0.0,10.0,0,37.95890411
0,F,Y,N,0.0,270000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855.0,-739.0,1,0.0,0.0,10.0,0,37.95890411
1,F,Y,N,0.0,270000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855.0,-739.0,1,0.0,0.0,10.0,0,37.95890411
X,F,Y,N,0.0,270000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855.0,-739.0,1,0.0,0.0,10.0,0,37.95890411
X,M,Y,N,0.0,81000.0,Working,Secondary / secondary special,Married,With parents,-14435.0,-3386.0,1,0.0,0.0,4.0,0,39.54794521
0,M,Y,N,0.0,81000.0,Working,Secondary / secondary special,Married,With parents,-14435.0,-3386.0,1,0.0,0.0,4.0,0,39.54794521
C,F,N,N,0.0,202500.0,State servant,Higher education,Married,House / apartment,-17274.0,-1348.0,1,0.0,0.0,8.0,0,47.3260274
0,F,N,N,0.0,202500.0,State servant,Higher education,Married,House / apartment,-17274.0,-1348.0,1,0.0,0.0,8.0,0,47.3260274
X,F,N,N,0.0,202500.0,State servant,Higher education,Married,House / apartment,-17274.0,-1348.0,1,0.0,0.0,8.0,0,47.3260274
X,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19702.0,-7583.5,1,0.0,0.0,3.0,0,53.97808219
0,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19702.0,-7583.5,1,0.0,0.0,3.0,0,53.97808219
C,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19702.0,-7583.5,1,0.0,0.0,3.0,0,53.97808219
1,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19702.0,-7583.5,1,0.0,0.0,3.0,0,53.97808219
X,F,N,N,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-13241.0,-4451.0,1,0.0,0.0,8.0,0,36.27671233
0,F,N,N,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-13241.0,-4451.0,1,0.0,0.0,8.0,0,36.27671233
C,F,N,N,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-13241.0,-4451.0,1,0.0,0.0,8.0,0,36.27671233
2,F,N,N,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-13241.0,-4451.0,1,0.0,0.0,8.0,0,36.27671233
1,F,N,N,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-13241.0,-4451.0,1,0.0,0.0,8.0,0,36.27671233
C,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12130.0,-798.0,1,0.0,0.0,2.0,0,33.23287671
0,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12130.0,-798.0,1,0.0,0.0,2.0,0,33.23287671
X,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12130.0,-798.0,1,0.0,0.0,2.0,0,33.23287671
C,F,N,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9736.0,-2870.0,1,0.0,0.0,14.0,0,26.6739726
X,F,N,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9736.0,-2870.0,1,0.0,0.0,14.0,0,26.6739726
0,F,N,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9736.0,-2870.0,1,0.0,0.0,14.0,0,26.6739726
X,M,Y,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196.0,-6218.0,1,0.0,0.0,8.0,0,44.37260274
0,M,Y,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196.0,-6218.0,1,0.0,0.0,8.0,0,44.37260274
C,M,Y,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196.0,-6218.0,1,0.0,0.0,8.0,0,44.37260274
C,M,Y,N,0.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706.0,-1164.0,1,0.0,0.0,4.0,0,32.07123288
0,M,Y,N,0.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706.0,-1164.0,1,0.0,0.0,4.0,0,32.07123288
X,M,Y,N,0.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706.0,-1164.0,1,0.0,0.0,4.0,0,32.07123288
0,F,N,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-16100.0,-4939.0,1,0.0,0.0,3.0,0,44.10958904
X,F,N,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-16100.0,-4939.0,1,0.0,0.0,3.0,0,44.10958904
C,F,N,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-16100.0,-4939.0,1,0.0,0.0,3.0,0,44.10958904
1,F,N,N,0.0,202500.0,Working,Higher education,Married,House / apartment,-16100.0,-4939.0,1,0.0,0.0,3.0,0,44.10958904
C,F,N,N,0.0,157500.0,Working,Incomplete higher,Married,House / apartment,-16888.0,-2687.0,1,0.0,0.0,3.0,0,46.26849315
0,F,N,N,0.0,157500.0,Working,Incomplete higher,Married,House / apartment,-16888.0,-2687.0,1,0.0,0.0,3.0,0,46.26849315
X,F,N,N,0.0,157500.0,Working,Incomplete higher,Married,House / apartment,-16888.0,-2687.0,1,0.0,0.0,3.0,0,46.26849315
1,F,N,N,0.0,157500.0,Working,Incomplete higher,Married,House / apartment,-16888.0,-2687.0,1,0.0,0.0,3.0,0,46.26849315
0,M,Y,N,2.0,180000.0,Working,Incomplete higher,Married,House / apartment,-12463.0,-2170.0,1,0.0,0.0,8.0,0,34.14520548
C,M,Y,N,2.0,180000.0,Working,Incomplete higher,Married,House / apartment,-12463.0,-2170.0,1,0.0,0.0,8.0,0,34.14520548
X,M,Y,N,2.0,180000.0,Working,Incomplete higher,Married,House / apartment,-12463.0,-2170.0,1,0.0,0.0,8.0,0,34.14520548
0,M,Y,N,1.0,112500.0,Working,Secondary / secondary special,Separated,Co-op apartment,-11998.0,-1135.0,1,0.0,0.0,8.0,0,32.87123288
3,M,Y,N,1.0,112500.0,Working,Secondary / secondary special,Separated,Co-op apartment,-11998.0,-1135.0,1,0.0,0.0,8.0,0,32.87123288
